5310,Electric_guitar,/m/02sgy
383707,Bowed_string_instrument,/m/0l14_3
196351,Crackle,/m/07pzfmf
372726,Bowed_string_instrument,/m/0l14_3
64710,Electric_guitar,/m/02sgy
162974,Bass_guitar,/m/018vs
358196,Bowed_string_instrument,/m/0l14_3
248937,Wind_instrument_and_woodwind_instrument,/m/085jw
179313,Screaming,/m/03qc9zr
342264,Bark,/m/05tny_
109866,Female_speech_and_woman_speaking,/m/02zsn
26088,Piano,/m/05r5c
316074,Piano,/m/05r5c
372703,Wind_instrument_and_woodwind_instrument,/m/085jw
174940,Thump_and_thud,/m/07qnq_y
144939,Whoosh_and_swoosh_and_swish,/m/07rqsjt
390338,Crackle,/m/07pzfmf
235277,Finger_snapping,/m/025_jnm
221907,Fart,/m/02_nn
153839,Bowed_string_instrument,/m/0l14_3
251187,Acoustic_guitar,/m/042v_gx
44236,Splash_and_splatter,/m/07rrlb6
337541,Wind,/m/03m9d0z
405327,Chewing_and_mastication,/m/03cczk
13485,Wind_instrument_and_woodwind_instrument,/m/085jw
64728,Electric_guitar,/m/02sgy
24733,Squeak,/m/07q6cd_
104517,Wind,/m/03m9d0z
18332,Piano,/m/05r5c
386284,Drill,/m/01d380
262601,Microwave_oven,/m/0fx9l
195579,Slam,/m/07rjzl8
178370,Writing,/m/081rb
142698,Snare_drum,/m/06rvn
358983,Wind_instrument_and_woodwind_instrument,/m/085jw
246821,Bowed_string_instrument,/m/0l14_3
64729,Electric_guitar,/m/02sgy
359495,Wind_instrument_and_woodwind_instrument,/m/085jw
266026,Electric_guitar,/m/02sgy
213988,Coin_(dropping),/m/0242l
171935,Rattle_(instrument),/m/05r5wn
44935,Female_singing,/t/dd00004
263154,Waves_and_surf,/m/034srq
135387,Giggle,/m/07r660_
351933,Piano,/m/05r5c
406071,Crushing,/m/07plct2
113315,Zipper_(clothing),/m/01s0vc
72677,Toilet_flush,/m/01jt3m
101170,Burping_and_eructation,/m/03q5_w
336585,Coin_(dropping),/m/0242l
161874,Toilet_flush,/m/01jt3m
390388,Whoosh_and_swoosh_and_swish,/m/07rqsjt
85604,Walk_and_footsteps,/m/07pbtc8
354965,Wind_instrument_and_woodwind_instrument,/m/085jw
372473,Piano,/m/05r5c
372635,Wind_instrument_and_woodwind_instrument,/m/085jw
232452,Burping_and_eructation,/m/03q5_w
271659,Drawer_open_or_close,/m/0fqfqc
393792,Drawer_open_or_close,/m/0fqfqc
26732,Zipper_(clothing),/m/01s0vc
247663,Bowed_string_instrument,/m/0l14_3
401198,Thump_and_thud,/m/07qnq_y
249125,Wind_instrument_and_woodwind_instrument,/m/085jw
119194,Wind_instrument_and_woodwind_instrument,/m/085jw
248498,Wind_instrument_and_woodwind_instrument,/m/085jw
275681,Crumpling_and_crinkling,/t/dd00112
336021,Piano,/m/05r5c
236624,Female_speech_and_woman_speaking,/m/02zsn
321708,Electric_guitar,/m/02sgy
337085,Writing,/m/081rb
65714,Piano,/m/05r5c
233044,Gunshot_and_gunfire,/m/032s66
66435,Camera,/m/0dv5r
142092,Snare_drum,/m/06rvn
431772,Crackle,/m/07pzfmf
354276,Bowed_string_instrument,/m/0l14_3
368203,Coin_(dropping),/m/0242l
266526,Slam,/m/07rjzl8
246579,Wind_instrument_and_woodwind_instrument,/m/085jw
233462,Zipper_(clothing),/m/01s0vc
236519,Female_speech_and_woman_speaking,/m/02zsn
90055,Acoustic_guitar,/m/042v_gx
18485,Acoustic_guitar,/m/042v_gx
321543,Run,/m/06h7j
328055,Bark,/m/05tny_
420313,Wind,/m/03m9d0z
166238,Printer,/m/01m4t
221207,Bark,/m/05tny_
70864,Piano,/m/05r5c
358300,Bowed_string_instrument,/m/0l14_3
233011,Coin_(dropping),/m/0242l
142638,Camera,/m/0dv5r
270085,Crash_cymbal,/m/0bm0k
13218,Snare_drum,/m/06rvn
271470,Writing,/m/081rb
75452,Trumpet,/m/07gql
402464,Squeak,/m/07q6cd_
382495,Piano,/m/05r5c
369760,Tearing,/m/07qcx4z
364694,Waves_and_surf,/m/034srq
247694,Bowed_string_instrument,/m/0l14_3
203491,Piano,/m/05r5c
268011,Female_speech_and_woman_speaking,/m/02zsn
93376,Female_speech_and_woman_speaking,/m/02zsn
373338,Wind_instrument_and_woodwind_instrument,/m/085jw
325561,Crackle,/m/07pzfmf
119327,Wind_instrument_and_woodwind_instrument,/m/085jw
249298,Gunshot_and_gunfire,/m/032s66
338939,Screaming,/m/03qc9zr
30392,Scratching_(performance_technique),/m/01hgjl
351109,Child_speech_and_kid_speaking,/m/0ytgt
23028,Organ,/m/013y1f
35534,Walk_and_footsteps,/m/07pbtc8
153709,Bowed_string_instrument,/m/0l14_3
220649,Screaming,/m/03qc9zr
